ID,contest_id,contest_name,contest_url,is_exam,is_contest_status,regist_start_time,regist_end_time,contest_start_time,contest_end_time,thumb_pic,level_name,organiser,organiser_name,enter_range,contest_class_first,contest_class_second,contest_class_second_id,time_status,time_name,ranking,is_new,module
83,53313,【决赛】“悦·读者杯”2025年全国青少年元宵节知识大赛,vse/53313,0,1,1739116800,1746806400,1739116800,1746806400,,全国性,读者杂志社,主办方,全国,1005,technology,33,22,比赛进行中,0,0,0
84,53368,【助力综测】2025 年第六届大学生“丝绸之路”主题知识竞赛,vse/silkroad2025,0,1,1739980800,1747477800,1739980800,1747479600,https://publicqn.saikr.com/contest/thmub/cropper/upload/1740040501738images.png,全国性,中国对外贸易经济合作企业协会跨境电子商务工作委员会,主办方,全国,1004,society,29,22,比赛进行中,49,0,0
85,51704,【国家一级协会总会】[AIGC]华夏未来数字艺术大赛,vse/HXWLSZYSDS,0,1,1733414400,1748447940,1733414400,1748361600,https://publicqn.saikr.com/contest/thmub/cropper/upload/1740450918502images.png,全球性,华夏文化促进会,主办方,全国,1005,art_assessment,36,22,比赛进行中,14,0,0
86,53509,2025“视觉记忆”全国大学生摄影大赛,vse/syds,0,0,1741017600,1748448000,0,0,https://publicqn.saikr.com/contest/thmub/cropper/upload/1741154665431images.png,全国性,中华出版促进会国际人才文化传播工作委员会 等,主办方,全国,1005,song_and_dance,25,12,正在报名,48,0,0
87,53681,2025年闽南师范大学数学建模竞赛,vse/MNNUMCM2025,0,1,1747994400,1748786400,1747994400,1748786400,,校级,闽南师范大学,主办方,闽南师范大学,1001,mcm,1,11,即将报名,0,0,0
88,53325,【大英赛主办方】2025年全国大学生英语作文大赛（NEWCCS）,vse/newccs/2025,0,1,1740931200,1749311940,1740931200,1749708000,https://publicqn.saikr.com/2025/02/26/contest67be6779665af8.508042361740531593222.png,全国性,高等学校大学外语教学研究会 等,主办方,全国,1005,english,19,22,比赛进行中,1,0,0
89,53715,2025年第二十届全国环境友好科技竞赛（绿色创业类）,vse/53715,0,1,1743436800,1749571199,1743436800,1751299199,,全国性,清华大学 等,主办方,全国,1001,energy,15,11,即将报名,0,0,0
90,53725,2025年第二十届全国环境友好科技竞赛（理念类、实物类）,vse/hjyh/2025,0,1,1743436800,1749571199,1743436800,1751299199,,全国性,清华大学 等,主办方,全国,1001,energy,15,11,即将报名,0,0,0
91,53329,2025年全国大学生英语竞赛模拟比赛,vse/DYSMN2025,0,1,1739289600,1743350400,1739289600,1743350400,https://publicqn.saikr.com/contest/thmub/cropper/upload/1739328376423images.png,自由,全国大学生英语竞赛模拟比赛,主办方,全国,1005,english,19,22,比赛进行中,4,0,0
92,52989,第十五届全国周培源大学生力学竞赛,vse/zpy/2025,0,1,1736481600,1743436740,1747528200,1747540800,https://publicqn.saikr.com/2025/01/10/contest6780f8f7bfbde3.938494171736505601130.png,全国性,中国力学学会 等,主办方,全国,1002,mechanics,35,12,正在报名,3,0,0
